id,year,semester,college,department,departmentName,courseId,division,divisionName,grade,className,courseName,credits,courseType,capacity,confirmed,enrolled,remaining,teacher,classroom,monday,tuesday,wednesday,thursday,friday,saturday,sunday,scheduleJson,restrictions,notes,detailUrl,fetchedAtUtc
106-1-CDA-A001-A-1-A,106,1,人文社會科學院,CDA,創意設計與建築學系,A001,A,大學部,1,A,建築概論,2,必,20,19,,1,陳逸杰,H1--102,,"5,6",,,,,,"[{""day"": 2, ""dayName"": ""星期二"", ""periods"": [""5"", ""6""], ""raw"": ""5,6""}]",,教室：h1-102,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=106&Helf=1&Sclass=CDA&Cono=A001,2026-08-26T18:17:54+00:00
106-1-CDA-A012-A-1-A,106,1,人文社會科學院,CDA,創意設計與建築學系,A012,A,大學部,1,A,色彩學,2,必,49,49,,0,洪碩延,H1--102,"3,4",,,,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""3"", ""4""], ""raw"": ""3,4""}]",限修及外加,創意設計組必修。上課教室：H1-102教室,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=106&Helf=1&Sclass=CDA&Cono=A012,2026-08-26T18:17:54+00:00
106-1-CDA-A01A-A-1-A,106,1,人文社會科學院,CDA,創意設計與建築學系,A01A,A,大學部,1,A,圖學(創意設計組),2,必,42,39,,3,翁群儀,H1--108,,"10,11",,,,,,"[{""day"": 2, ""dayName"": ""星期二"", ""periods"": [""10"", ""11""], ""raw"": ""10,11""}]",限修及外加,創意設計組必修。教室-H1-108教室,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=106&Helf=1&Sclass=CDA&Cono=A01A,2026-08-26T18:17:54+00:00
106-1-CDA-A01B-A-1-A,106,1,人文社會科學院,CDA,創意設計與建築學系,A01B,A,大學部,1,A,圖學(建築組),2,必,21,20,,1,馬瑜嬪,H1--108,,,,,"2,3, 4",,,"[{""day"": 5, ""dayName"": ""星期五"", ""periods"": [""2"", ""3"", ""4""], ""raw"": ""2,3, 4""}]",外加,教室：h1-108圖學教室，上課2小時，學生自修1小時,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=106&Helf=1&Sclass=CDA&Cono=A01B,2026-08-26T18:17:54+00:00
106-1-CDA-A021-A-1-A,106,1,人文社會科學院,CDA,創意設計與建築學系,A021,A,大學部,1,A,基本設計(一),3,必,42,41,,1,陳明鴻 陳冠勳,H1--108,,,,,"6,7, 8,9",,,"[{""day"": 5, ""dayName"": ""星期五"", ""periods"": [""6"", ""7"", ""8"", ""9""], ""raw"": ""6,7, 8,9""}]",限修及外加,創意設計組必修。上課教室：H1-108教室,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=106&Helf=1&Sclass=CDA&Cono=A021,2026-08-26T18:17:54+00:00
106-1-CDA-A03A-A-1-A,106,1,人文社會科學院,CDA,創意設計與建築學系,A03A,A,大學部,1,A,基礎雕塑(一)-A,2,必,24,24,,0,沈明旺,,,,,"2,3, 4",,,,"[{""day"": 4, ""dayName"": ""星期四"", ""periods"": [""2"", ""3"", ""4""], ""raw"": ""2,3, 4""}]",限修及外加,創意設計組必修。教室-創建系工坊木竹教室,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=106&Helf=1&Sclass=CDA&Cono=A03A,2026-08-26T18:17:54+00:00
106-1-CDA-A03B-A-1-A,106,1,人文社會科學院,CDA,創意設計與建築學系,A03B,A,大學部,1,A,基礎雕塑(一)-B,2,必,20,18,,2,康錦樹,,,,,"2,3, 4",,,,"[{""day"": 4, ""dayName"": ""星期四"", ""periods"": [""2"", ""3"", ""4""], ""raw"": ""2,3, 4""}]",限修及外加,創意設計組必修。創建系工坊塑造教室,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=106&Helf=1&Sclass=CDA&Cono=A03B,2026-08-26T18:17:54+00:00
106-1-CDA-A041-A-1-A,106,1,人文社會科學院,CDA,創意設計與建築學系,A041,A,大學部,1,A,素描,2,必,60,52,,8,康錦樹,,,"2,3, 4",,,,,,"[{""day"": 2, ""dayName"": ""星期二"", ""periods"": [""2"", ""3"", ""4""], ""raw"": ""2,3, 4""}]",限修,為兩組共同必修。教室-創建系工坊塑造教室,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=106&Helf=1&Sclass=CDA&Cono=A041,2026-08-26T18:17:54+00:00
106-1-CDA-A071-A-1-A,106,1,人文社會科學院,CDA,創意設計與建築學系,A071,A,大學部,1,A,建築設計(一),3,必,24,21,,3,馬瑜嬪 林光浩,H1--108,,,,"X,1, 2,3, 4,Y",,,,"[{""day"": 4, ""dayName"": ""星期四"", ""periods"": [""X"", ""1"", ""2"", ""3"", ""4"", ""Y""], ""raw"": ""X,1, 2,3, 4,Y""}]",外加,教室：H1-108圖學教室,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=106&Helf=1&Sclass=CDA&Cono=A071,2026-08-26T18:17:54+00:00
106-1-CDA-A51A-A-1-A,106,1,人文社會科學院,CDA,創意設計與建築學系,A51A,A,大學部,1,A,模型製作(一),2,選,22,19,,3,賴廷鴻 翁群儀,,,,,"8,9",,,,"[{""day"": 4, ""dayName"": ""星期四"", ""periods"": [""8"", ""9""], ""raw"": ""8,9""}]",限修及外加,創意設計組選修。教室-創建系工坊大型機具室,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=106&Helf=1&Sclass=CDA&Cono=A51A,2026-08-26T18:17:54+00:00
