id,year,semester,college,department,departmentName,courseId,division,divisionName,grade,className,courseName,credits,courseType,capacity,confirmed,enrolled,remaining,teacher,classroom,monday,tuesday,wednesday,thursday,friday,saturday,sunday,scheduleJson,restrictions,notes,detailUrl,fetchedAtUtc
112-1-CCD-A010-A-1-A,112,1,人文社會科學院,CCD,工藝與創意設計學系,A010,A,大學部,1,A,素描,2,必,62,61,,1,賴廷鴻,H1--108,,"2,3, 4",,,,,,"[{""day"": 2, ""dayName"": ""星期二"", ""periods"": [""2"", ""3"", ""4""], ""raw"": ""2,3, 4""}]",限修及外加,教室-H1-108,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=112&Helf=1&Sclass=CCD&Cono=A010,2026-08-26T18:29:34+00:00
112-1-CCD-A011-A-1-A,112,1,人文社會科學院,CCD,工藝與創意設計學系,A011,A,大學部,1,A,色彩學,2,必,61,59,,2,蔡雪麗,H1--108,,,,"5,6",,,,"[{""day"": 4, ""dayName"": ""星期四"", ""periods"": [""5"", ""6""], ""raw"": ""5,6""}]",限修及外加,"上課教室：H1-108教室,蔡雪麗老師代理授課",https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=112&Helf=1&Sclass=CCD&Cono=A011,2026-08-26T18:29:34+00:00
112-1-CCD-A020-A-1-A,112,1,人文社會科學院,CCD,工藝與創意設計學系,A020,A,大學部,1,A,圖學,2,必,62,61,,1,翁群儀,,,"10,11",,,,,,"[{""day"": 2, ""dayName"": ""星期二"", ""periods"": [""10"", ""11""], ""raw"": ""10,11""}]",限修及外加,教室:大一工作室,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=112&Helf=1&Sclass=CCD&Cono=A020,2026-08-26T18:29:34+00:00
112-1-CCD-A03A-A-1-A,112,1,人文社會科學院,CCD,工藝與創意設計學系,A03A,A,大學部,1,A,基礎雕塑(一)-A,3,必,30,30,,0,沈明旺,,,,,"2,3, 4",,,,"[{""day"": 4, ""dayName"": ""星期四"", ""periods"": [""2"", ""3"", ""4""], ""raw"": ""2,3, 4""}]",限修,教室-工坊木竹教室,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=112&Helf=1&Sclass=CCD&Cono=A03A,2026-08-26T18:29:34+00:00
112-1-CCD-A03B-A-1-A,112,1,人文社會科學院,CCD,工藝與創意設計學系,A03B,A,大學部,1,A,基礎雕塑(一)-B,3,必,31,28,,3,陳冠勳,,,,,"2,3, 4",,,,"[{""day"": 4, ""dayName"": ""星期四"", ""periods"": [""2"", ""3"", ""4""], ""raw"": ""2,3, 4""}]",限修及外加,教室:工坊塑造教室,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=112&Helf=1&Sclass=CCD&Cono=A03B,2026-08-26T18:29:34+00:00
112-1-CCD-A04A-A-1-A,112,1,人文社會科學院,CCD,工藝與創意設計學系,A04A,A,大學部,1,A,基本造型構成(一),3,必,61,61,,0,翁群儀 黃裕宸,H1--108,,,,,"1,2, 3,4",,,"[{""day"": 5, ""dayName"": ""星期五"", ""periods"": [""1"", ""2"", ""3"", ""4""], ""raw"": ""1,2, 3,4""}]",限修及外加,教室:H1-108,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=112&Helf=1&Sclass=CCD&Cono=A04A,2026-08-26T18:29:34+00:00
112-1-CCD-A501-A-1-A,112,1,人文社會科學院,CCD,工藝與創意設計學系,A501,A,大學部,1,A,設計媒材,2,選,34,34,,0,賴廷鴻 王政弘,,,"6,7",,,,,,"[{""day"": 2, ""dayName"": ""星期二"", ""periods"": [""6"", ""7""], ""raw"": ""6,7""}]",限修及外加,教室:大一工作室,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=112&Helf=1&Sclass=CCD&Cono=A501,2026-08-26T18:29:34+00:00
112-1-CCD-A513-A-1-A,112,1,人文社會科學院,CCD,工藝與創意設計學系,A513,A,大學部,1,A,電腦影像處理-A,2,選,28,28,,0,王政弘,H1--112,,,,"7,8",,,,"[{""day"": 4, ""dayName"": ""星期四"", ""periods"": [""7"", ""8""], ""raw"": ""7,8""}]",限修及外加,H1-112，電腦影像處理-A、B擇一選修，請勿重複選課,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=112&Helf=1&Sclass=CCD&Cono=A513,2026-08-26T18:29:34+00:00
112-1-CCD-A514-A-1-A,112,1,人文社會科學院,CCD,工藝與創意設計學系,A514,A,大學部,1,A,電腦影像處理-B,2,選,27,24,,3,王政弘,H1--112,,,,"9,10",,,,"[{""day"": 4, ""dayName"": ""星期四"", ""periods"": [""9"", ""10""], ""raw"": ""9,10""}]",限修及外加,H1-112，電腦影像處理-A、B擇一選修，請勿重複選課,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=112&Helf=1&Sclass=CCD&Cono=A514,2026-08-26T18:29:34+00:00
112-1-CCD-A522-A-1-A,112,1,人文社會科學院,CCD,工藝與創意設計學系,A522,A,大學部,1,A,模型製作(一),2,選,20,20,,0,翁群儀,,,,,,"5,6",,,"[{""day"": 5, ""dayName"": ""星期五"", ""periods"": [""5"", ""6""], ""raw"": ""5,6""}]",限修及外加,教室:大一工作室,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=112&Helf=1&Sclass=CCD&Cono=A522,2026-08-26T18:29:34+00:00
