id,year,semester,college,department,departmentName,courseId,division,divisionName,grade,className,courseName,credits,courseType,capacity,confirmed,enrolled,remaining,teacher,classroom,monday,tuesday,wednesday,thursday,friday,saturday,sunday,scheduleJson,restrictions,notes,detailUrl,fetchedAtUtc
095-3-WL-C07A-A-4-A,095,3,人文社會科學院,WL,西洋語文學系,C07A,A,大學部,4,A,美國文學史(上),3,必,10,1,,9,歐素雯,B01-101,"2,3, 4",,"2,3, 4",,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""2"", ""3"", ""4""], ""raw"": ""2,3, 4""}, {""day"": 3, ""dayName"": ""星期三"", ""periods"": [""2"", ""3"", ""4""], ""raw"": ""2,3, 4""}]",,7/2開始上課(限修過此課程且未得到學分者)7/2~8/10(每週一.三.五早上2.3.4節),https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=095&Helf=3&Sclass=WL&Cono=C07A,2026-08-26T18:02:56+00:00
095-3-CE-A01B-A-1-A,095,3,工學院,CE,土木與環境工程學系,A01B,A,大學部,1,A,微積分(二),3,必,60,20,,40,童士恒,C01-104,,"1,2, 3","1,2, 3",,,,,"[{""day"": 2, ""dayName"": ""星期二"", ""periods"": [""1"", ""2"", ""3""], ""raw"": ""1,2, 3""}, {""day"": 3, ""dayName"": ""星期三"", ""periods"": [""1"", ""2"", ""3""], ""raw"": ""1,2, 3""}]",先修,7/16開始上課(需有徵積分成績者),https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=095&Helf=3&Sclass=CE&Cono=A01B,2026-08-26T18:02:56+00:00
095-3-CS-A02A-A-1-A,095,3,工學院,CS,資訊工程學系,A02A,A,大學部,1,A,微積分(一),3,必,20,18,,2,潘欣泰,L02-201,,"6,7, 8","6,7, 8",,,,,"[{""day"": 2, ""dayName"": ""星期二"", ""periods"": [""6"", ""7"", ""8""], ""raw"": ""6,7, 8""}, {""day"": 3, ""dayName"": ""星期三"", ""periods"": [""6"", ""7"", ""8""], ""raw"": ""6,7, 8""}]",,7/17開始上課,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=095&Helf=3&Sclass=CS&Cono=A02A,2026-08-26T18:02:56+00:00
095-3-TA-1031-A-4-A,095,3,歷史開課單位,TA,TA,1031,A,大學部,4,A,基礎雕刻(一),2,必,10,1,,9,沈明旺,,"1,2, 3,4",,,,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""1"", ""2"", ""3"", ""4""], ""raw"": ""1,2, 3,4""}]",,上課教室:傳設系工坊,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=095&Helf=3&Sclass=TA&Cono=1031,2026-08-26T18:02:56+00:00
095-3-GL-116N-F-3-,095,3,法學院,GL,政治法律學系,116N,F,大學部二年制在職專班,3,,刑法總則(一),2,必,60,30,,30,黃翰義,L02-108,,,,,,"1,2, 3,4",,"[{""day"": 6, ""dayName"": ""星期六"", ""periods"": [""1"", ""2"", ""3"", ""4""], ""raw"": ""1,2, 3,4""}]",,7/7(六)開始上課,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=095&Helf=3&Sclass=GL&Cono=116N,2026-08-26T18:02:56+00:00
095-3-GL-120N-F-3-,095,3,法學院,GL,政治法律學系,120N,F,大學部二年制在職專班,3,,刑法總則(二),2,必,60,34,,26,黃翰義,L02-108,,,,,,"5,6, 7,8",,"[{""day"": 6, ""dayName"": ""星期六"", ""periods"": [""5"", ""6"", ""7"", ""8""], ""raw"": ""5,6, 7,8""}]",,7/7(六)開始上課,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=095&Helf=3&Sclass=GL&Cono=120N,2026-08-26T18:02:56+00:00
095-3-GL-2031-F-3-,095,3,法學院,GL,政治法律學系,2031,F,大學部二年制在職專班,3,,民法親屬篇,2,必,60,12,,48,張鈺光,L02-108,"10,11, 12",,,,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""10"", ""11"", ""12""], ""raw"": ""10,11, 12""}]",,7/9(一)開始上課,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=095&Helf=3&Sclass=GL&Cono=2031,2026-08-26T18:02:56+00:00
095-3-LA-C642-A-3-A,095,3,法學院,LA,法律學系,C642,A,大學部,3,A,法制史-英美法制史,2,選,20,2,,18,林超駿,,,"2,3, 4,6, 7,8",,,,,,"[{""day"": 2, ""dayName"": ""星期二"", ""periods"": [""2"", ""3"", ""4"", ""6"", ""7"", ""8""], ""raw"": ""2,3, 4,6, 7,8""}]",,,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=095&Helf=3&Sclass=LA&Cono=C642,2026-08-26T18:02:56+00:00
095-3-LA-Q611-F-3-,095,3,法學院,LA,法律學系,Q611,F,大學部二年制在職專班,3,,刑事證據法,2,選,60,16,,44,彭南雄,L02-101,,"10,11, 12",,"10,11, 12",,,,"[{""day"": 2, ""dayName"": ""星期二"", ""periods"": [""10"", ""11"", ""12""], ""raw"": ""10,11, 12""}, {""day"": 4, ""dayName"": ""星期四"", ""periods"": [""10"", ""11"", ""12""], ""raw"": ""10,11, 12""}]",,7/17開始上課,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=095&Helf=3&Sclass=LA&Cono=Q611,2026-08-26T18:02:56+00:00
095-3-LA-T771-F-3-,095,3,法學院,LA,法律學系,T771,F,大學部二年制在職專班,3,,環境法,2,選,50,24,,26,吳行浩,L02-101,,,,,"7,8, 9,10",,,"[{""day"": 5, ""dayName"": ""星期五"", ""periods"": [""7"", ""8"", ""9"", ""10""], ""raw"": ""7,8, 9,10""}]",,7/20開始上課,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=095&Helf=3&Sclass=LA&Cono=T771,2026-08-26T18:02:56+00:00
095-3-LA-T781-F-3-,095,3,法學院,LA,法律學系,T781,F,大學部二年制在職專班,3,,民事程序法,2,選,50,18,,32,林瑞成,L02-101,"11,12",,"11,12",,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""11"", ""12""], ""raw"": ""11,12""}, {""day"": 3, ""dayName"": ""星期三"", ""periods"": [""11"", ""12""], ""raw"": ""11,12""}]",,7/4開始上課,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=095&Helf=3&Sclass=LA&Cono=T781,2026-08-26T18:02:56+00:00
095-3-AB-A061-A-1-A,095,3,管理學院,AB,亞太工商管理學系,A061,A,大學部,1,A,管理數學,3,必,20,18,,2,盧昆宏,M01-101,"10,11, 12",,"10,11, 12",,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""10"", ""11"", ""12""], ""raw"": ""10,11, 12""}, {""day"": 3, ""dayName"": ""星期三"", ""periods"": [""10"", ""11"", ""12""], ""raw"": ""10,11, 12""}]",限修,7/9開始上課,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=095&Helf=3&Sclass=AB&Cono=A061,2026-08-26T18:02:56+00:00
095-3-EBA-N011-E-1-,095,3,管理學院,EBA,高階經營管理碩士在職專班,N011,E,高階經營管理碩士在職專班,1,,高階經營管理專題,3,必,80,72,,8,李博志,M01-112,2,2,2,2,2,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""2""], ""raw"": ""2""}, {""day"": 2, ""dayName"": ""星期二"", ""periods"": [""2""], ""raw"": ""2""}, {""day"": 3, ""dayName"": ""星期三"", ""periods"": [""2""], ""raw"": ""2""}, {""day"": 4, ""dayName"": ""星期四"", ""periods"": [""2""], ""raw"": ""2""}, {""day"": 5, ""dayName"": ""星期五"", ""periods"": [""2""], ""raw"": ""2""}]",,,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=095&Helf=3&Sclass=EBA&Cono=N011,2026-08-26T18:02:56+00:00
095-3-EBA-N081-E-1-,095,3,管理學院,EBA,高階經營管理碩士在職專班,N081,E,高階經營管理碩士在職專班,1,,組織理論與管理,3,必,80,72,,8,黃英忠,M01-112,3,3,3,3,3,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""3""], ""raw"": ""3""}, {""day"": 2, ""dayName"": ""星期二"", ""periods"": [""3""], ""raw"": ""3""}, {""day"": 3, ""dayName"": ""星期三"", ""periods"": [""3""], ""raw"": ""3""}, {""day"": 4, ""dayName"": ""星期四"", ""periods"": [""3""], ""raw"": ""3""}, {""day"": 5, ""dayName"": ""星期五"", ""periods"": [""3""], ""raw"": ""3""}]",,,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=095&Helf=3&Sclass=EBA&Cono=N081,2026-08-26T18:02:56+00:00
095-3-EBA-N561-E-2-,095,3,管理學院,EBA,高階經營管理碩士在職專班,N561,E,高階經營管理碩士在職專班,2,,企業參訪,3,必,80,21,,59,李博志,M01-112,Y,Y,Y,Y,Y,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""Y""], ""raw"": ""Y""}, {""day"": 2, ""dayName"": ""星期二"", ""periods"": [""Y""], ""raw"": ""Y""}, {""day"": 3, ""dayName"": ""星期三"", ""periods"": [""Y""], ""raw"": ""Y""}, {""day"": 4, ""dayName"": ""星期四"", ""periods"": [""Y""], ""raw"": ""Y""}, {""day"": 5, ""dayName"": ""星期五"", ""periods"": [""Y""], ""raw"": ""Y""}]",,,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=095&Helf=3&Sclass=EBA&Cono=N561,2026-08-26T18:02:56+00:00
095-3-EBA-N571-E-2-,095,3,管理學院,EBA,高階經營管理碩士在職專班,N571,E,高階經營管理碩士在職專班,2,,碩士論文,3,必,80,21,,59,黃英忠,M01-112,5,5,5,5,5,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""5""], ""raw"": ""5""}, {""day"": 2, ""dayName"": ""星期二"", ""periods"": [""5""], ""raw"": ""5""}, {""day"": 3, ""dayName"": ""星期三"", ""periods"": [""5""], ""raw"": ""5""}, {""day"": 4, ""dayName"": ""星期四"", ""periods"": [""5""], ""raw"": ""5""}, {""day"": 5, ""dayName"": ""星期五"", ""periods"": [""5""], ""raw"": ""5""}]",,,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=095&Helf=3&Sclass=EBA&Cono=N571,2026-08-26T18:02:56+00:00
