id,year,semester,college,department,departmentName,courseId,division,divisionName,grade,className,courseName,credits,courseType,capacity,confirmed,enrolled,remaining,teacher,classroom,monday,tuesday,wednesday,thursday,friday,saturday,sunday,scheduleJson,restrictions,notes,detailUrl,fetchedAtUtc
106-3-GR-F301-A-4-A,106,3,共同與通識課程,GR,共同必修系列,F301,A,大學部,4,A,服務學習培養(學生事務處 A),0,必,10,1,,9,王美玲,,X,,,,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""X""], ""raw"": ""X""}]",,限本校學生修習,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=106&Helf=3&Sclass=GR&Cono=F301,2026-08-26T18:17:54+00:00
106-3-GR-ME01-A-4-A,106,3,共同與通識課程,GR,共同必修系列,ME01,A,大學部,4,A,進階英文,0,選,0,4,,0,歐素雯,B01-204,"5,6, 7",,"5,6, 7",,"5,6, 7",,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""5"", ""6"", ""7""], ""raw"": ""5,6, 7""}, {""day"": 3, ""dayName"": ""星期三"", ""periods"": [""5"", ""6"", ""7""], ""raw"": ""5,6, 7""}, {""day"": 5, ""dayName"": ""星期五"", ""periods"": [""5"", ""6"", ""7""], ""raw"": ""5,6, 7""}]",,"1.上課日期：7/6-7/25 7/13日起週一至週五下午都上課至課程結束2.需有2次檢定未通過證明 3.限本校應屆畢業生及延畢生選課 4.課程人數若達16人以上收取學分費1,960元，若未達16人教師鐘點費由選課學生自行分攤。請同學於7/4前至https://aca.nuk.edu.tw/CrosSel/main.htm進行學生暑修課程申請並完成繳費程序。",https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=106&Helf=3&Sclass=GR&Cono=ME01,2026-08-26T18:17:54+00:00
106-3-CE-C90C-A-3-A,106,3,工學院,CE,土木與環境工程學系,C90C,A,大學部,3,A,業界實習(3),3,選,10,7,,3,陳振華,,"1,2, 3,4, 5,6, 7,8","1,2",,,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8""], ""raw"": ""1,2, 3,4, 5,6, 7,8""}, {""day"": 2, ""dayName"": ""星期二"", ""periods"": [""1"", ""2""], ""raw"": ""1,2""}]",限修,"本課程屬第2類課程。實習總時數需達162小時。限土環系同學選修,請同學至https://aca.nuk.edu.tw/CrosSel/main.htm進行學生暑修課程申請作業。",https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=106&Helf=3&Sclass=CE&Cono=C90C,2026-08-26T18:17:54+00:00
106-3-CE-F901-A-4-A,106,3,工學院,CE,土木與環境工程學系,F901,A,大學部,4,A,海外實習,2,選,16,2,,14,甯蜀光 吳明淏,,"1,2, 3,4, 5,6, 7,8","1,2",,,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8""], ""raw"": ""1,2, 3,4, 5,6, 7,8""}, {""day"": 2, ""dayName"": ""星期二"", ""periods"": [""1"", ""2""], ""raw"": ""1,2""}]",限修,第二類課程，限本系同學選修，大四研一合開。實習時間7/6-11至中國福州大學海外實習。課程總實習時數須達100小時。請同學至https://aca.nuk.edu.tw/CrosSel/main.htm進行學生暑修課程申請作業。,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=106&Helf=3&Sclass=CE&Cono=F901,2026-08-26T18:17:54+00:00
106-3-CE-F901-M-1-,106,3,工學院,CE,土木與環境工程學系,F901,M,碩士班,1,,海外實習,2,選,16,2,,14,甯蜀光 吳明淏,,"1,2, 3,4, 5,6, 7,8","1,2",,,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8""], ""raw"": ""1,2, 3,4, 5,6, 7,8""}, {""day"": 2, ""dayName"": ""星期二"", ""periods"": [""1"", ""2""], ""raw"": ""1,2""}]",,第二類課程，限本系同學選修，大四研一合開。實習時間7/6-11至中國福州大學海外實習。課程總實習時數須達100小時。請同學至https://aca.nuk.edu.tw/CrosSel/main.htm進行學生暑修課程申請作業。,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=106&Helf=3&Sclass=CE&Cono=F901,2026-08-26T18:17:54+00:00
106-3-CS-D603-A-3-A,106,3,工學院,CS,資訊工程學系,D603,A,大學部,3,A,業界實習(三),3,選,0,1,,0,黃健,,,,"2,3, 4",,,,,"[{""day"": 3, ""dayName"": ""星期三"", ""periods"": [""2"", ""3"", ""4""], ""raw"": ""2,3, 4""}]",,"本課程屬第2類課程。實習總時數需達162小時。限資工系同學選修,請同學至https://aca.nuk.edu.tw/CrosSel/main.htm進行學生暑修課程申請作業。",https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=106&Helf=3&Sclass=CS&Cono=D603,2026-08-26T18:17:54+00:00
106-3-EE-B02D-A-4-A,106,3,工學院,EE,電機工程學系,B02D,A,大學部,4,A,電子學(二),3,必,0,0,,0,吳志宏,,,"3,4, 6,7, 8","2,3, 4","3,4",,,,"[{""day"": 2, ""dayName"": ""星期二"", ""periods"": [""3"", ""4"", ""6"", ""7"", ""8""], ""raw"": ""3,4, 6,7, 8""}, {""day"": 3, ""dayName"": ""星期三"", ""periods"": [""2"", ""3"", ""4""], ""raw"": ""2,3, 4""}, {""day"": 4, ""dayName"": ""星期四"", ""periods"": [""3"", ""4""], ""raw"": ""3,4""}]",,授課教師指定外加 授課時間:每週2、4 第3-4節 6-8節;週3 2-4節,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=106&Helf=3&Sclass=EE&Cono=B02D,2026-08-26T18:17:54+00:00
106-3-FL-D900-A-3-A,106,3,法學院,FL,財經法律學系,D900,A,大學部,3,A,財經法律實習,2,選,0,0,,0,謝國廉,,"1,2","1,2","1,2","1,2","1,2",,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""1"", ""2""], ""raw"": ""1,2""}, {""day"": 2, ""dayName"": ""星期二"", ""periods"": [""1"", ""2""], ""raw"": ""1,2""}, {""day"": 3, ""dayName"": ""星期三"", ""periods"": [""1"", ""2""], ""raw"": ""1,2""}, {""day"": 4, ""dayName"": ""星期四"", ""periods"": [""1"", ""2""], ""raw"": ""1,2""}, {""day"": 5, ""dayName"": ""星期五"", ""periods"": [""1"", ""2""], ""raw"": ""1,2""}]",,屬第二類課程。實習期間7/9-9/9，限通過學生校外實習面試學生選修。本課程總實習時數須達162小時以上。煩請同學於7/10前至https://aca.nuk.edu.tw/CrosSel/main.htm進行學生暑修課程申請作業。,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=106&Helf=3&Sclass=FL&Cono=D900,2026-08-26T18:17:54+00:00
106-3-FL-P531-F-1-,106,3,法學院,FL,財經法律學系,P531,F,大學部二年制在職專班,1,,政府採購法,2,選,1,4,,0,陳月端,L02-106,,,,,,"1,2, 3,4",,"[{""day"": 6, ""dayName"": ""星期六"", ""periods"": [""1"", ""2"", ""3"", ""4""], ""raw"": ""1,2, 3,4""}]",,7/14-9/15每週六上午第1、2、3、4節。限修人數60人，煩請修課同學於7/10前完成繳費及相關作業流程，並至https://aca.nuk.edu.tw/CrosSel/main.htm進行學生暑修課程申請作業。達16人以上依學期課程之學分費標準收取，未達16人平均分攤教師鐘點費，但平均每學分之學分費不得低於學期課程之學分費。,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=106&Helf=3&Sclass=FL&Cono=P531,2026-08-26T18:17:54+00:00
106-3-FL-P601-F-1-,106,3,法學院,FL,財經法律學系,P601,F,大學部二年制在職專班,1,,財稅法導論,2,選,0,2,,0,簡玉聰,L02-107,"10,11, 12,13","10,11, 12,13","10,11",,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""10"", ""11"", ""12"", ""13""], ""raw"": ""10,11, 12,13""}, {""day"": 2, ""dayName"": ""星期二"", ""periods"": [""10"", ""11"", ""12"", ""13""], ""raw"": ""10,11, 12,13""}, {""day"": 3, ""dayName"": ""星期三"", ""periods"": [""10"", ""11""], ""raw"": ""10,11""}]",,9/7-9/15週一至週五下午第10.11.12.13節。限修人數60人，煩請修課同學於7/10前完成繳費及相關作業流程，並至https://aca.nuk.edu.tw/CrosSel/main.htm進行學生暑修課程申請作業。達16人以上依學期課程之學分費標準收取，未達16人平均分攤教師鐘點費，但平均每學分之學分費不得低於學期課程之學分費。,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=106&Helf=3&Sclass=FL&Cono=P601,2026-08-26T18:17:54+00:00
