id,year,semester,college,department,departmentName,courseId,division,divisionName,grade,className,courseName,credits,courseType,capacity,confirmed,enrolled,remaining,teacher,classroom,monday,tuesday,wednesday,thursday,friday,saturday,sunday,scheduleJson,restrictions,notes,detailUrl,fetchedAtUtc
105-3-DAP-A01B-A-4-A,105,3,人文社會科學院,DAP,運動競技學系,A01B,A,大學部,4,A,專長術科(棒球)-Ⅱ,4,必,0,3,,0,李坤哲,,"3,4, 6,7","3,4, 6,7","3,4",,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""3"", ""4"", ""6"", ""7""], ""raw"": ""3,4, 6,7""}, {""day"": 2, ""dayName"": ""星期二"", ""periods"": [""3"", ""4"", ""6"", ""7""], ""raw"": ""3,4, 6,7""}, {""day"": 3, ""dayName"": ""星期三"", ""periods"": [""3"", ""4""], ""raw"": ""3,4""}]",,屬第一類課程，限本系轉學生補修學分，請同學於6/30前至https://aca.nuk.edu.tw/CrosSel/main.htm進行學生暑修課程申請程序。,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=105&Helf=3&Sclass=DAP&Cono=A01B,2026-08-26T18:16:00+00:00
105-3-WL-C900-A-1-A,105,3,人文社會科學院,WL,西洋語文學系,C900,A,大學部,1,A,產學實習,2,選,0,1,,0,傅鈺雯,,,,"5,6",,,,,"[{""day"": 3, ""dayName"": ""星期三"", ""periods"": [""5"", ""6""], ""raw"": ""5,6""}]",,第二類課程，限本系同學選修，課程總實習時數須達162小時。請同學至https://aca.nuk.edu.tw/CrosSel/main.htm進行學生暑修課程申請作業，人文院教室:H2-221。,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=105&Helf=3&Sclass=WL&Cono=C900,2026-08-26T18:16:00+00:00
105-3-CE-C90C-A-3-A,105,3,工學院,CE,土木與環境工程學系,C90C,A,大學部,3,A,業界實習(3),3,選,0,27,,0,吳明淏 林秋良,,"1,2, 3",,,,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""1"", ""2"", ""3""], ""raw"": ""1,2, 3""}]",禁止外加,本課程屬第二類課程。實習總時數需達162小時。限土環系同學選修。請同學至https://aca.nuk.edu.tw/CrosSel/main.htm進行學生暑修課程申請作業,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=105&Helf=3&Sclass=CE&Cono=C90C,2026-08-26T18:16:00+00:00
105-3-CE-F72B-M-1-,105,3,工學院,CE,土木與環境工程學系,F72B,M,碩士班,1,,環境整治實例探討(下),3,選,0,9,,0,袁菁,,"1,2, 3,4, 5,6, 7,8","1,2",,,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8""], ""raw"": ""1,2, 3,4, 5,6, 7,8""}, {""day"": 2, ""dayName"": ""星期二"", ""periods"": [""1"", ""2""], ""raw"": ""1,2""}]",禁止外加,本課程屬第二類課程。(校外上課)採集中上課方式：7/1-7/7(每日8小時，共7日)，限修人數15人，請同學至https://aca.nuk.edu.tw/CrosSel/main.htm進行學生暑修課程申請作業,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=105&Helf=3&Sclass=CE&Cono=F72B,2026-08-26T18:16:00+00:00
105-3-EE-K001-M-1-,105,3,工學院,EE,電機工程學系,K001,M,碩士班,1,,專題討論,0,必,1,1,,0,吳松茂,C01-411,"2,3, 4,6, 7,8","2,3, 4",2,,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""2"", ""3"", ""4"", ""6"", ""7"", ""8""], ""raw"": ""2,3, 4,6, 7,8""}, {""day"": 2, ""dayName"": ""星期二"", ""periods"": [""2"", ""3"", ""4""], ""raw"": ""2,3, 4""}, {""day"": 3, ""dayName"": ""星期三"", ""periods"": [""2""], ""raw"": ""2""}]",,屬第一類課程，上課時間7/31~8/10共計36小時。指定學生修課。,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=105&Helf=3&Sclass=EE&Cono=K001,2026-08-26T18:16:00+00:00
105-3-FL-D900-A-3-A,105,3,法學院,FL,財經法律學系,D900,A,大學部,3,A,財經法律實習,2,選,0,1,,0,謝國廉 周伯翰,,"1,2","1,2","1,2","1,2","1,2",,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""1"", ""2""], ""raw"": ""1,2""}, {""day"": 2, ""dayName"": ""星期二"", ""periods"": [""1"", ""2""], ""raw"": ""1,2""}, {""day"": 3, ""dayName"": ""星期三"", ""periods"": [""1"", ""2""], ""raw"": ""1,2""}, {""day"": 4, ""dayName"": ""星期四"", ""periods"": [""1"", ""2""], ""raw"": ""1,2""}, {""day"": 5, ""dayName"": ""星期五"", ""periods"": [""1"", ""2""], ""raw"": ""1,2""}]",,屬第二類課程，限通過學生校外實習面試學生選修。實習期間6/26-9/17，本課程總實習時數須達162小時以上。請同學於6/30前至https://aca.nuk.edu.tw/CrosSel/main.htm進行學生暑修課程申請作業。,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=105&Helf=3&Sclass=FL&Cono=D900,2026-08-26T18:16:00+00:00
105-3-FL-P531-F-1-,105,3,法學院,FL,財經法律學系,P531,F,大學部二年制在職專班,1,,政府採購法,2,選,1,37,,0,陳月端,L02-107,,,,,,"1,2, 3,4",,"[{""day"": 6, ""dayName"": ""星期六"", ""periods"": [""1"", ""2"", ""3"", ""4""], ""raw"": ""1,2, 3,4""}]",,7/8-9/2每週六上午第1、2、3、4節。限修人數60人，請修課同學於6/30前完成繳費及相關作業流程。請同學至https://aca.nuk.edu.tw/CrosSel/main.htm進行學生暑修課程申請作業。達16人以上依學期課程之學分費標準收取，未達16人平均分攤教師鐘點費，但平均每學分之學分費不得低於學期課程之學分費。,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=105&Helf=3&Sclass=FL&Cono=P531,2026-08-26T18:16:00+00:00
105-3-FL-P601-F-1-,105,3,法學院,FL,財經法律學系,P601,F,大學部二年制在職專班,1,,財稅法導論,2,選,0,21,,0,簡玉聰,L02-201,"10,11, 12,13","10,11, 12,13","10,11",,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""10"", ""11"", ""12"", ""13""], ""raw"": ""10,11, 12,13""}, {""day"": 2, ""dayName"": ""星期二"", ""periods"": [""10"", ""11"", ""12"", ""13""], ""raw"": ""10,11, 12,13""}, {""day"": 3, ""dayName"": ""星期三"", ""periods"": [""10"", ""11""], ""raw"": ""10,11""}]",,6/26-6/30(連續五日)、9/10-9/13(連續四日)，第10、11、12、13節。限修人數60人，請修課同學於6/30前完成繳費及相關作業流程。請同學至https://aca.nuk.edu.tw/CrosSel/main.htm進行學生暑修課程申請作業。達16人以上依學期課程之學分費標準收取，未達16人平均分攤教師鐘點費，但平均每學分之學分費不得低於學期課程之學分費。,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=105&Helf=3&Sclass=FL&Cono=P601,2026-08-26T18:16:00+00:00
105-3-FL-Q541-F-1-,105,3,法學院,FL,財經法律學系,Q541,F,大學部二年制在職專班,1,,消費者保護法,2,選,1,49,,0,姚志明,L02-107,,,,,,"5,6, 7,8",,"[{""day"": 6, ""dayName"": ""星期六"", ""periods"": [""5"", ""6"", ""7"", ""8""], ""raw"": ""5,6, 7,8""}]",,7/1-8/26每週六下午第5、6、7、8節。限修人數60人，請修課同學於6/30前完成繳費及相關作業流程。請同學至https://aca.nuk.edu.tw/CrosSel/main.htm進行學生暑修課程申請作業。達16人以上依學期課程之學分費標準收取，未達16人平均分攤教師鐘點費，但平均每學分之學分費不得低於學期課程之學分費。,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=105&Helf=3&Sclass=FL&Cono=Q541,2026-08-26T18:16:00+00:00
105-3-FL-F901-M-1-,105,3,法學院,FL,財經法律學系,F901,M,碩士班,1,,海外實習(一),3,選,0,11,,0,簡玉聰,,"3,4","3,4","3,4","3,4","3,4",,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""3"", ""4""], ""raw"": ""3,4""}, {""day"": 2, ""dayName"": ""星期二"", ""periods"": [""3"", ""4""], ""raw"": ""3,4""}, {""day"": 3, ""dayName"": ""星期三"", ""periods"": [""3"", ""4""], ""raw"": ""3,4""}, {""day"": 4, ""dayName"": ""星期四"", ""periods"": [""3"", ""4""], ""raw"": ""3,4""}, {""day"": 5, ""dayName"": ""星期五"", ""periods"": [""3"", ""4""], ""raw"": ""3,4""}]",,屬第二類課程，限日文特訓班學生選修。實習期間7/1-8/31，本課程總實習時數須達162小時以上。請同學於6/30前至https://aca.nuk.edu.tw/CrosSel/main.htm進行學生暑修課程申請作業。,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=105&Helf=3&Sclass=FL&Cono=F901,2026-08-26T18:16:00+00:00
