id,year,semester,college,department,departmentName,courseId,division,divisionName,grade,className,courseName,credits,courseType,capacity,confirmed,enrolled,remaining,teacher,classroom,monday,tuesday,wednesday,thursday,friday,saturday,sunday,scheduleJson,restrictions,notes,detailUrl,fetchedAtUtc
094-1-KH-A01A-A-1-A,094,1,人文社會科學院,KH,運動健康與休閒學系,A01A,A,大學部,1,A,普通物理(一),2,必,60,59,,1,馮世維,C01-101,,"6,7",,,,,,"[{""day"": 2, ""dayName"": ""星期二"", ""periods"": [""6"", ""7""], ""raw"": ""6,7""}]",,,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=094&Helf=1&Sclass=KH&Cono=A01A,2026-08-26T18:02:22+00:00
094-1-KH-A02A-A-1-A,094,1,人文社會科學院,KH,運動健康與休閒學系,A02A,A,大學部,1,A,普通生物(動物)學,2,必,70,67,,3,劉紹東,K01-202,,,,"3,4",,,,"[{""day"": 4, ""dayName"": ""星期四"", ""periods"": [""3"", ""4""], ""raw"": ""3,4""}]",,,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=094&Helf=1&Sclass=KH&Cono=A02A,2026-08-26T18:02:22+00:00
094-1-KH-A03A-A-1-A,094,1,人文社會科學院,KH,運動健康與休閒學系,A03A,A,大學部,1,A,微積分(一),2,必,85,79,,6,王偉仲,C02-111,"3,4",,,,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""3"", ""4""], ""raw"": ""3,4""}]",,,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=094&Helf=1&Sclass=KH&Cono=A03A,2026-08-26T18:02:22+00:00
094-1-KH-A04A-A-1-A,094,1,人文社會科學院,KH,運動健康與休閒學系,A04A,A,大學部,1,A,會計學(一),2,必,90,82,,8,楊晴安,B01-110,,,,"1,2",,,,"[{""day"": 4, ""dayName"": ""星期四"", ""periods"": [""1"", ""2""], ""raw"": ""1,2""}]",,,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=094&Helf=1&Sclass=KH&Cono=A04A,2026-08-26T18:02:22+00:00
094-1-KH-A05A-A-1-A,094,1,人文社會科學院,KH,運動健康與休閒學系,A05A,A,大學部,1,A,經濟學(一),2,必,60,59,,1,林聖蒨,C01-102,,,"3,4",,,,,"[{""day"": 3, ""dayName"": ""星期三"", ""periods"": [""3"", ""4""], ""raw"": ""3,4""}]",,,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=094&Helf=1&Sclass=KH&Cono=A05A,2026-08-26T18:02:22+00:00
094-1-KH-A071-A-1-A,094,1,人文社會科學院,KH,運動健康與休閒學系,A071,A,大學部,1,A,運動與科學,3,必,60,58,,2,王光濤,C01-101,,"2,3, 4",,,,,,"[{""day"": 2, ""dayName"": ""星期二"", ""periods"": [""2"", ""3"", ""4""], ""raw"": ""2,3, 4""}]",,,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=094&Helf=1&Sclass=KH&Cono=A071,2026-08-26T18:02:22+00:00
094-1-KH-A081-A-1-A,094,1,人文社會科學院,KH,運動健康與休閒學系,A081,A,大學部,1,A,休閒與遊憩學,3,必,80,70,,10,潘明珠,C01-101,,,,,"2,3, 4",,,"[{""day"": 5, ""dayName"": ""星期五"", ""periods"": [""2"", ""3"", ""4""], ""raw"": ""2,3, 4""}]",,,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=094&Helf=1&Sclass=KH&Cono=A081,2026-08-26T18:02:22+00:00
094-1-KH-A091-A-1-A,094,1,人文社會科學院,KH,運動健康與休閒學系,A091,A,大學部,1,A,資訊與網路應用,2,必,60,58,,2,殷堂凱,C01-101 其他教室,,,,"5,6",,,,"[{""day"": 4, ""dayName"": ""星期四"", ""periods"": [""5"", ""6""], ""raw"": ""5,6""}]",,,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=094&Helf=1&Sclass=KH&Cono=A091,2026-08-26T18:02:22+00:00
094-1-KH-A06A-A-2-A,094,1,人文社會科學院,KH,運動健康與休閒學系,A06A,A,大學部,2,A,統計學(一),2,必,60,48,,12,潘明珠,C01-102,,"3,4",,,,,,"[{""day"": 2, ""dayName"": ""星期二"", ""periods"": [""3"", ""4""], ""raw"": ""3,4""}]",,,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=094&Helf=1&Sclass=KH&Cono=A06A,2026-08-26T18:02:22+00:00
094-1-KH-B061-A-2-A,094,1,人文社會科學院,KH,運動健康與休閒學系,B061,A,大學部,2,A,休閒社會學,3,必,60,54,,6,莊淑姿,K01-202,"2,3, 4",,,,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""2"", ""3"", ""4""], ""raw"": ""2,3, 4""}]",,,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=094&Helf=1&Sclass=KH&Cono=B061,2026-08-26T18:02:22+00:00
