id,year,semester,college,department,departmentName,courseId,division,divisionName,grade,className,courseName,credits,courseType,capacity,confirmed,enrolled,remaining,teacher,classroom,monday,tuesday,wednesday,thursday,friday,saturday,sunday,scheduleJson,restrictions,notes,detailUrl,fetchedAtUtc
092-2-KH-A01B-A-1-A,092,2,人文社會科學院,KH,運動健康與休閒學系,A01B,A,大學部,1,A,普通物理〈二〉,2,必,60,54,,6,馮世維,B01-102,,,,,"3,4",,,"[{""day"": 5, ""dayName"": ""星期五"", ""periods"": [""3"", ""4""], ""raw"": ""3,4""}]",,,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=092&Helf=2&Sclass=KH&Cono=A01B,2026-08-26T17:59:15+00:00
092-2-KH-A02B-A-1-A,092,2,人文社會科學院,KH,運動健康與休閒學系,A02B,A,大學部,1,A,普通生物(動物)學〈二〉,2,必,60,51,,9,劉紹東,B01-102,,,,"3,4",,,,"[{""day"": 4, ""dayName"": ""星期四"", ""periods"": [""3"", ""4""], ""raw"": ""3,4""}]",,,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=092&Helf=2&Sclass=KH&Cono=A02B,2026-08-26T17:59:15+00:00
092-2-KH-A03B-A-1-A,092,2,人文社會科學院,KH,運動健康與休閒學系,A03B,A,大學部,1,A,微積分〈二〉,2,必,60,57,,3,吳宗芳,B01-102,,"6,7",,,,,,"[{""day"": 2, ""dayName"": ""星期二"", ""periods"": [""6"", ""7""], ""raw"": ""6,7""}]",,,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=092&Helf=2&Sclass=KH&Cono=A03B,2026-08-26T17:59:15+00:00
092-2-KH-A04B-A-1-A,092,2,人文社會科學院,KH,運動健康與休閒學系,A04B,A,大學部,1,A,會計學〈二〉,2,必,60,50,,10,楊晴安,B01-102,,,,"7,8",,,,"[{""day"": 4, ""dayName"": ""星期四"", ""periods"": [""7"", ""8""], ""raw"": ""7,8""}]",,,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=092&Helf=2&Sclass=KH&Cono=A04B,2026-08-26T17:59:15+00:00
092-2-KH-A05B-A-1-A,092,2,人文社會科學院,KH,運動健康與休閒學系,A05B,A,大學部,1,A,經濟學〈二〉,2,必,60,47,,13,楊筑安,B01-102,,,"10,11",,,,,"[{""day"": 3, ""dayName"": ""星期三"", ""periods"": [""10"", ""11""], ""raw"": ""10,11""}]",,,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=092&Helf=2&Sclass=KH&Cono=A05B,2026-08-26T17:59:15+00:00
092-2-KH-A06B-A-1-A,092,2,人文社會科學院,KH,運動健康與休閒學系,A06B,A,大學部,1,A,統計學〈二〉,2,必,60,50,,10,潘明珠,C01-411,,,"3,4",,,,,"[{""day"": 3, ""dayName"": ""星期三"", ""periods"": [""3"", ""4""], ""raw"": ""3,4""}]",,,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=092&Helf=2&Sclass=KH&Cono=A06B,2026-08-26T17:59:15+00:00
092-2-KH-A101-A-1-A,092,2,人文社會科學院,KH,運動健康與休閒學系,A101,A,大學部,1,A,休閒與遊憩事業經營管理,3,必,60,51,,9,莊淑姿,B01-102,"2,3, 4",,,,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""2"", ""3"", ""4""], ""raw"": ""2,3, 4""}]",,,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=092&Helf=2&Sclass=KH&Cono=A101,2026-08-26T17:59:15+00:00
092-2-KH-B081-A-2-A,092,2,人文社會科學院,KH,運動健康與休閒學系,B081,A,大學部,2,A,運動傷害防護,3,必,60,51,,9,王光濤,B01-103,,,"1,2, 3",,,,,"[{""day"": 3, ""dayName"": ""星期三"", ""periods"": [""1"", ""2"", ""3""], ""raw"": ""1,2, 3""}]",,,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=092&Helf=2&Sclass=KH&Cono=B081,2026-08-26T17:59:15+00:00
092-2-KH-B091-A-2-A,092,2,人文社會科學院,KH,運動健康與休閒學系,B091,A,大學部,2,A,運動傷害防護貼紮實習,1,必,60,45,,15,王光濤,B01-103,,,"4,Y",,,,,"[{""day"": 3, ""dayName"": ""星期三"", ""periods"": [""4"", ""Y""], ""raw"": ""4,Y""}]",,,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=092&Helf=2&Sclass=KH&Cono=B091,2026-08-26T17:59:15+00:00
092-2-KH-B101-A-2-A,092,2,人文社會科學院,KH,運動健康與休閒學系,B101,A,大學部,2,A,人體肌動學,3,必,60,45,,15,吳汶蘭 劉紹東,B01-103,"2,3, 4",,,,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""2"", ""3"", ""4""], ""raw"": ""2,3, 4""}]",,,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=092&Helf=2&Sclass=KH&Cono=B101,2026-08-26T17:59:15+00:00
