id,year,semester,courseId,courseName,department,departmentName,division,grade,className,capacity,confirmed,enrolled,remaining,isFull,demandExceedsCapacity,remainUpdatedAt,status
115-1-CS-F523-M-2-,115,1,F523,文字與語音資料處理與應用,CS,資訊工程學系,M,2,,40,31,0,9,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-F525-M-2-,115,1,F525,資料探勘與機器學習,CS,資訊工程學系,M,2,,50,16,0,34,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-F531-M-2-,115,1,F531,高等電腦網路,CS,資訊工程學系,M,2,,30,20,0,10,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-F54C-M-2-,115,1,F54C,書報討論(三),CS,資訊工程學系,M,2,,60,14,0,46,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-F643-M-2-,115,1,F643,雲端運算,CS,資訊工程學系,M,2,,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-F654-M-2-,115,1,F654,電腦視覺,CS,資訊工程學系,M,2,,45,10,0,35,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-F663-M-2-,115,1,F663,智慧型系統,CS,資訊工程學系,M,2,,40,17,0,23,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-F664-M-2-,115,1,F664,即時計算機系統,CS,資訊工程學系,M,2,,30,6,0,24,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-F67D-M-2-,115,1,F67D,專題研究(三),CS,資訊工程學系,M,2,,40,14,0,26,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-F735-M-2-,115,1,F735,資訊檢索與生成式人工智慧,CS,資訊工程學系,M,2,,50,23,0,27,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-A01A-A-1-A,115,1,A01A,計算機概論(一),EE,電機工程學系,A,1,A,60,52,0,8,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-A01C-A-1-B,115,1,A01C,計算機概論(一),EE,電機工程學系,A,1,B,60,53,0,7,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-A02C-A-1-A,115,1,A02C,普通物理學(一),EE,電機工程學系,A,1,A,80,61,0,19,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-A02E-A-1-B,115,1,A02E,普通物理學(一),EE,電機工程學系,A,1,B,82,68,0,14,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-A03A-A-1-A,115,1,A03A,普通物理學實驗(一),EE,電機工程學系,A,1,A,70,51,0,19,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-A03C-A-1-B,115,1,A03C,普通物理學實驗(一),EE,電機工程學系,A,1,B,70,53,0,17,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-A04A-A-1-A,115,1,A04A,微積分(一),EE,電機工程學系,A,1,A,100,64,0,36,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-A051-A-1-A,115,1,A051,數位邏輯,EE,電機工程學系,A,1,A,100,71,0,29,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-A091-A-1-B,115,1,A091,數位邏輯,EE,電機工程學系,A,1,B,100,72,0,28,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-A10A-A-1-B,115,1,A10A,微積分(一),EE,電機工程學系,A,1,B,90,65,0,25,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-B01A-A-2-A,115,1,B01A,電路學(一),EE,電機工程學系,A,2,A,80,63,0,17,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-B01C-A-2-B,115,1,B01C,電路學(一),EE,電機工程學系,A,2,B,80,56,0,24,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-B02A-A-2-B,115,1,B02A,電子學(一),EE,電機工程學系,A,2,B,60,60,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-B02C-A-2-A,115,1,B02C,電子學(一),EE,電機工程學系,A,2,A,70,68,0,2,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-B031-A-2-A,115,1,B031,工程數學二(微分方程),EE,電機工程學系,A,2,A,70,63,0,7,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-B033-A-2-B,115,1,B033,工程數學二(微分方程),EE,電機工程學系,A,2,B,64,56,0,8,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-B041-A-2-A,115,1,B041,電子電路工程實驗(一),EE,電機工程學系,A,2,A,60,60,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-B04C-A-2-B,115,1,B04C,電子電路工程實驗(一),EE,電機工程學系,A,2,B,50,50,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-B05A-A-2-A,115,1,B05A,電磁學(一),EE,電機工程學系,A,2,A,100,84,0,16,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-B05C-A-2-B,115,1,B05C,電磁學(一),EE,電機工程學系,A,2,B,90,70,0,20,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-C591-A-2-A,115,1,C591,離散數學,EE,電機工程學系,A,2,A,100,74,0,26,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-C591-A-2-B,115,1,C591,離散數學,EE,電機工程學系,A,2,B,100,74,0,26,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-C021-A-3-B,115,1,C021,電子學(三),EE,電機工程學系,A,3,B,70,49,0,21,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-C022-A-3-A,115,1,C022,電子學(三),EE,電機工程學系,A,3,A,90,59,0,31,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-C542-A-3-A,115,1,C542,近代物理,EE,電機工程學系,A,3,A,70,70,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-C542-A-3-B,115,1,C542,近代物理,EE,電機工程學系,A,3,B,70,70,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-C561-A-3-A,115,1,C561,作業系統,EE,電機工程學系,A,3,A,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-C561-A-3-B,115,1,C561,作業系統,EE,電機工程學系,A,3,B,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-C662-A-3-A,115,1,C662,超大型積體電路設計導論,EE,電機工程學系,A,3,A,70,70,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-C662-A-3-B,115,1,C662,超大型積體電路設計導論,EE,電機工程學系,A,3,B,70,70,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-C782-A-3-A,115,1,C782,機率與統計,EE,電機工程學系,A,3,A,90,47,0,43,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-C782-A-3-B,115,1,C782,機率與統計,EE,電機工程學系,A,3,B,90,47,0,43,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-C853-A-3-A,115,1,C853,系統電路電波理論與應用,EE,電機工程學系,A,3,A,70,57,0,13,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-C853-A-3-B,115,1,C853,系統電路電波理論與應用,EE,電機工程學系,A,3,B,70,57,0,13,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-C911-A-3-A,115,1,C911,訊號與系統,EE,電機工程學系,A,3,A,60,33,0,27,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-C911-A-3-B,115,1,C911,訊號與系統,EE,電機工程學系,A,3,B,60,33,0,27,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D644-A-3-A,115,1,D644,印刷電路板概論,EE,電機工程學系,A,3,A,70,68,0,2,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D644-A-3-B,115,1,D644,印刷電路板概論,EE,電機工程學系,A,3,B,70,68,0,2,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D693-A-3-A,115,1,D693,AI半導體跨域實務專題,EE,電機工程學系,A,3,A,40,33,0,7,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D693-A-3-B,115,1,D693,AI半導體跨域實務專題,EE,電機工程學系,A,3,B,40,33,0,7,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D703-A-3-A,115,1,D703,先進封裝測試與系統整合應用,EE,電機工程學系,A,3,A,40,40,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D703-A-3-B,115,1,D703,先進封裝測試與系統整合應用,EE,電機工程學系,A,3,B,40,40,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-C561-A-4-A,115,1,C561,作業系統,EE,電機工程學系,A,4,A,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-C561-A-4-B,115,1,C561,作業系統,EE,電機工程學系,A,4,B,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D002-A-4-A,115,1,D002,工程倫理與法律,EE,電機工程學系,A,4,A,120,103,0,17,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D002-A-4-B,115,1,D002,工程倫理與法律,EE,電機工程學系,A,4,B,120,103,0,17,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20A-A-4-A,115,1,D20A,電機實務專題(二)A,EE,電機工程學系,A,4,A,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20A-A-4-B,115,1,D20A,電機實務專題(二)A,EE,電機工程學系,A,4,B,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20B-A-4-A,115,1,D20B,電機實務專題(二)B,EE,電機工程學系,A,4,A,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20B-A-4-B,115,1,D20B,電機實務專題(二)B,EE,電機工程學系,A,4,B,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20C-A-4-A,115,1,D20C,電機實務專題(二)C,EE,電機工程學系,A,4,A,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20C-A-4-B,115,1,D20C,電機實務專題(二)C,EE,電機工程學系,A,4,B,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20E-A-4-A,115,1,D20E,電機實務專題(二)E,EE,電機工程學系,A,4,A,2,0,0,2,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20E-A-4-B,115,1,D20E,電機實務專題(二)E,EE,電機工程學系,A,4,B,2,0,0,2,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20G-A-4-A,115,1,D20G,電機實務專題(二)G,EE,電機工程學系,A,4,A,9,8,0,1,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20G-A-4-B,115,1,D20G,電機實務專題(二)G,EE,電機工程學系,A,4,B,9,8,0,1,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20H-A-4-A,115,1,D20H,電機實務專題(二)H,EE,電機工程學系,A,4,A,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20H-A-4-B,115,1,D20H,電機實務專題(二)H,EE,電機工程學系,A,4,B,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20J-A-4-A,115,1,D20J,電機實務專題(二)J,EE,電機工程學系,A,4,A,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20J-A-4-B,115,1,D20J,電機實務專題(二)J,EE,電機工程學系,A,4,B,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20K-A-4-A,115,1,D20K,電機實務專題(二)K,EE,電機工程學系,A,4,A,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20K-A-4-B,115,1,D20K,電機實務專題(二)K,EE,電機工程學系,A,4,B,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20L-A-4-A,115,1,D20L,電機實務專題(二)L,EE,電機工程學系,A,4,A,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20L-A-4-B,115,1,D20L,電機實務專題(二)L,EE,電機工程學系,A,4,B,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20M-A-4-A,115,1,D20M,電機實務專題(二)M,EE,電機工程學系,A,4,A,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20M-A-4-B,115,1,D20M,電機實務專題(二)M,EE,電機工程學系,A,4,B,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20N-A-4-A,115,1,D20N,電機實務專題(二)N,EE,電機工程學系,A,4,A,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20N-A-4-B,115,1,D20N,電機實務專題(二)N,EE,電機工程學系,A,4,B,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20P-A-4-A,115,1,D20P,電機實務專題(二)P,EE,電機工程學系,A,4,A,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20P-A-4-B,115,1,D20P,電機實務專題(二)P,EE,電機工程學系,A,4,B,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20Q-A-4-A,115,1,D20Q,電機實務專題(二)Q,EE,電機工程學系,A,4,A,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20Q-A-4-B,115,1,D20Q,電機實務專題(二)Q,EE,電機工程學系,A,4,B,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20R-A-4-A,115,1,D20R,電機實務專題(二)R,EE,電機工程學系,A,4,A,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D20R-A-4-B,115,1,D20R,電機實務專題(二)R,EE,電機工程學系,A,4,B,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D644-A-4-A,115,1,D644,印刷電路板概論,EE,電機工程學系,A,4,A,70,68,0,2,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D644-A-4-B,115,1,D644,印刷電路板概論,EE,電機工程學系,A,4,B,70,68,0,2,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D693-A-4-A,115,1,D693,AI半導體跨域實務專題,EE,電機工程學系,A,4,A,40,33,0,7,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D693-A-4-B,115,1,D693,AI半導體跨域實務專題,EE,電機工程學系,A,4,B,40,33,0,7,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D703-A-4-A,115,1,D703,先進封裝測試與系統整合應用,EE,電機工程學系,A,4,A,40,40,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-D703-A-4-B,115,1,D703,先進封裝測試與系統整合應用,EE,電機工程學系,A,4,B,40,40,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-K001-D-1-,115,1,K001,專題討論,EE,電機工程學系,D,1,,90,66,0,24,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-K525-D-1-,115,1,K525,數位訊號處理專論,EE,電機工程學系,D,1,,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-K57A-D-1-,115,1,K57A,應用量子力學(一),EE,電機工程學系,D,1,,40,11,0,29,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-K586-D-1-,115,1,K586,微波電路之合成理論與設計方法,EE,電機工程學系,D,1,,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-K001-D-2-,115,1,K001,專題討論,EE,電機工程學系,D,2,,90,66,0,24,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-K525-D-2-,115,1,K525,數位訊號處理專論,EE,電機工程學系,D,2,,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-K57A-D-2-,115,1,K57A,應用量子力學(一),EE,電機工程學系,D,2,,40,11,0,29,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-K586-D-2-,115,1,K586,微波電路之合成理論與設計方法,EE,電機工程學系,D,2,,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-I032-J-1-,115,1,I032,國際商務英語(1),EE,電機工程學系,J,1,,30,19,0,11,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-I063-J-1-,115,1,I063,機器學習,EE,電機工程學系,J,1,,30,19,0,11,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-I071-J-1-,115,1,I071,C#程式語言,EE,電機工程學系,J,1,,30,19,0,11,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-I561-J-1-,115,1,I561,機械與自動化控制,EE,電機工程學系,J,1,,30,20,0,10,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-I622-J-1-,115,1,I622,網路與資訊安全,EE,電機工程學系,J,1,,30,15,0,15,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-I632-J-1-,115,1,I632,人工智慧與應用,EE,電機工程學系,J,1,,30,5,0,25,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-I012-J-2-,115,1,I012,專題,EE,電機工程學系,J,2,,30,11,0,19,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-I091-J-2-,115,1,I091,智慧工廠資訊系統,EE,電機工程學系,J,2,,30,9,0,21,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-I561-J-2-,115,1,I561,機械與自動化控制,EE,電機工程學系,J,2,,30,20,0,10,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-I632-J-2-,115,1,I632,人工智慧與應用,EE,電機工程學系,J,2,,30,5,0,25,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-T514-L-1-,115,1,T514,積體電路設計與實習,EE,電機工程學系,L,1,,41,12,0,29,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-T515-L-1-,115,1,T515,數位積體電路設計,EE,電機工程學系,L,1,,30,9,0,21,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-T574-L-1-,115,1,T574,自然計算與應用,EE,電機工程學系,L,1,,20,10,0,10,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-T653-L-1-,115,1,T653,數位訊號處理專論,EE,電機工程學系,L,1,,10,3,0,7,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-T661-L-1-,115,1,T661,材料科學與工程,EE,電機工程學系,L,1,,30,10,0,20,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-T514-L-2-,115,1,T514,積體電路設計與實習,EE,電機工程學系,L,2,,41,12,0,29,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-T515-L-2-,115,1,T515,數位積體電路設計,EE,電機工程學系,L,2,,30,9,0,21,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-T574-L-2-,115,1,T574,自然計算與應用,EE,電機工程學系,L,2,,20,10,0,10,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-T653-L-2-,115,1,T653,數位訊號處理專論,EE,電機工程學系,L,2,,10,3,0,7,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-T661-L-2-,115,1,T661,材料科學與工程,EE,電機工程學系,L,2,,30,10,0,20,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F557-M-1-,115,1,F557,積體電路元件精要,EE,電機工程學系,M,1,,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F581-M-1-,115,1,F581,電腦網路,EE,電機工程學系,M,1,,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F584-M-1-,115,1,F584,電腦視覺,EE,電機工程學系,M,1,,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F615-M-1-,115,1,F615,半導體雷射,EE,電機工程學系,M,1,,25,17,0,8,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F61C-M-1-,115,1,F61C,功率半導體元件科技導論,EE,電機工程學系,M,1,,31,19,0,12,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F623-M-1-,115,1,F623,半導體製作與量測,EE,電機工程學系,M,1,,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F654-M-1-,115,1,F654,光電子學(一),EE,電機工程學系,M,1,,25,22,0,3,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F714-M-1-,115,1,F714,多媒體系統,EE,電機工程學系,M,1,,20,3,0,17,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F743-M-1-,115,1,F743,奈米及次世代半導體元件導論,EE,電機工程學系,M,1,,31,3,0,28,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F755-M-1-,115,1,F755,光電工程概論,EE,電機工程學系,M,1,,40,40,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F797-M-1-,115,1,F797,微波工程,EE,電機工程學系,M,1,,33,29,0,4,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F845-M-1-,115,1,F845,先進太陽電池技術,EE,電機工程學系,M,1,,40,29,0,11,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F945-M-1-,115,1,F945,計算智慧,EE,電機工程學系,M,1,,30,17,0,13,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F946-M-1-,115,1,F946,軟硬體協同設計,EE,電機工程學系,M,1,,40,0,0,40,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F981-M-1-,115,1,F981,潔淨室製程技術,EE,電機工程學系,M,1,,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F992-M-1-,115,1,F992,半導體元件物理,EE,電機工程學系,M,1,,80,78,0,2,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-G713-M-1-,115,1,G713,類比積體電路設計,EE,電機工程學系,M,1,,30,9,0,21,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-K001-M-1-,115,1,K001,專題討論,EE,電機工程學系,M,1,,90,66,0,24,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-K57A-M-1-,115,1,K57A,應用量子力學(一),EE,電機工程學系,M,1,,40,11,0,29,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-K586-M-1-,115,1,K586,微波電路之合成理論與設計方法,EE,電機工程學系,M,1,,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F557-M-2-,115,1,F557,積體電路元件精要,EE,電機工程學系,M,2,,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F581-M-2-,115,1,F581,電腦網路,EE,電機工程學系,M,2,,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F584-M-2-,115,1,F584,電腦視覺,EE,電機工程學系,M,2,,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F615-M-2-,115,1,F615,半導體雷射,EE,電機工程學系,M,2,,25,17,0,8,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F61C-M-2-,115,1,F61C,功率半導體元件科技導論,EE,電機工程學系,M,2,,31,19,0,12,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F623-M-2-,115,1,F623,半導體製作與量測,EE,電機工程學系,M,2,,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F654-M-2-,115,1,F654,光電子學(一),EE,電機工程學系,M,2,,25,22,0,3,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F714-M-2-,115,1,F714,多媒體系統,EE,電機工程學系,M,2,,20,3,0,17,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F743-M-2-,115,1,F743,奈米及次世代半導體元件導論,EE,電機工程學系,M,2,,31,3,0,28,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F755-M-2-,115,1,F755,光電工程概論,EE,電機工程學系,M,2,,40,40,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F797-M-2-,115,1,F797,微波工程,EE,電機工程學系,M,2,,33,29,0,4,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F845-M-2-,115,1,F845,先進太陽電池技術,EE,電機工程學系,M,2,,40,29,0,11,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F945-M-2-,115,1,F945,計算智慧,EE,電機工程學系,M,2,,30,17,0,13,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F946-M-2-,115,1,F946,軟硬體協同設計,EE,電機工程學系,M,2,,40,0,0,40,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F981-M-2-,115,1,F981,潔淨室製程技術,EE,電機工程學系,M,2,,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-F992-M-2-,115,1,F992,半導體元件物理,EE,電機工程學系,M,2,,80,78,0,2,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-G713-M-2-,115,1,G713,類比積體電路設計,EE,電機工程學系,M,2,,30,9,0,21,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-K001-M-2-,115,1,K001,專題討論,EE,電機工程學系,M,2,,90,66,0,24,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-K57A-M-2-,115,1,K57A,應用量子力學(一),EE,電機工程學系,M,2,,40,11,0,29,false,false,2026-08-29T21:00:11+00:00,ok
115-1-EE-K586-M-2-,115,1,K586,微波電路之合成理論與設計方法,EE,電機工程學系,M,2,,0,0,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-FL-A01A-A-1-A,115,1,A01A,憲法(一),FL,財經法律學系,A,1,A,60,46,0,14,false,false,2026-08-29T21:00:11+00:00,ok
115-1-FL-A03A-A-1-A,115,1,A03A,刑法總則(一),FL,財經法律學系,A,1,A,50,46,0,4,false,false,2026-08-29T21:00:11+00:00,ok
115-1-FL-A041-A-1-A,115,1,A041,經濟學,FL,財經法律學系,A,1,A,60,53,0,7,false,false,2026-08-29T21:00:11+00:00,ok
115-1-FL-A061-A-1-A,115,1,A061,會計學,FL,財經法律學系,A,1,A,60,53,0,7,false,false,2026-08-29T21:00:11+00:00,ok
115-1-FL-A21A-A-1-A,115,1,A21A,民法總則(一),FL,財經法律學系,A,1,A,65,53,0,12,false,false,2026-08-29T21:00:11+00:00,ok
115-1-FL-A171-A-2-A,115,1,A171,民法物權(一),FL,財經法律學系,A,2,A,60,48,0,12,false,false,2026-08-29T21:00:11+00:00,ok
115-1-FL-A19A-A-2-A,115,1,A19A,行政法總論(一),FL,財經法律學系,A,2,A,60,50,0,10,false,false,2026-08-29T21:00:11+00:00,ok
115-1-FL-A201-A-2-A,115,1,A201,民法債編總論(一),FL,財經法律學系,A,2,A,60,50,0,10,false,false,2026-08-29T21:00:11+00:00,ok
115-1-FL-B04A-A-2-A,115,1,B04A,刑法分則(一),FL,財經法律學系,A,2,A,60,39,0,21,false,false,2026-08-29T21:00:11+00:00,ok
115-1-FL-B571-A-2-A,115,1,B571,智慧財產權法,FL,財經法律學系,A,2,A,60,60,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-FL-B151-A-3-A,115,1,B151,民法債編各論(一),FL,財經法律學系,A,3,A,60,60,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-FL-C01A-A-3-A,115,1,C01A,民事訴訟法(一),FL,財經法律學系,A,3,A,65,35,0,30,false,false,2026-08-29T21:00:11+00:00,ok
115-1-FL-C02A-A-3-A,115,1,C02A,刑事訴訟法(一),FL,財經法律學系,A,3,A,60,28,0,32,false,false,2026-08-29T21:00:11+00:00,ok
115-1-FL-C031-A-3-A,115,1,C031,支付及信用工具法(票據法),FL,財經法律學系,A,3,A,60,9,0,51,false,false,2026-08-29T21:00:11+00:00,ok
115-1-FL-C041-A-3-A,115,1,C041,保險法,FL,財經法律學系,A,3,A,60,11,0,49,false,false,2026-08-29T21:00:11+00:00,ok
115-1-FL-C142-A-3-A,115,1,C142,證券交易法,FL,財經法律學系,A,3,A,60,54,0,6,false,false,2026-08-29T21:00:11+00:00,ok
