id,year,semester,courseId,courseName,department,departmentName,division,grade,className,capacity,confirmed,enrolled,remaining,isFull,demandExceedsCapacity,remainUpdatedAt,status
115-1-LI-B211-A-1-A,115,1,B211,初級泰語(一),LI,通識人文科學類,A,1,A,60,23,0,37,false,false,2026-08-29T21:00:11+00:00,ok
115-1-LI-B212-A-1-A,115,1,B212,觀光泰語,LI,通識人文科學類,A,1,A,60,21,0,39,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SC-A022-A-1-A,115,1,A022,探索地球,SC,通識自然科學類,A,1,A,60,25,0,35,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SC-A138-A-1-A,115,1,A138,半導體科技與生活,SC,通識自然科學類,A,1,A,60,53,0,7,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SC-A141-A-1-A,115,1,A141,基因工程與生活,SC,通識自然科學類,A,1,A,60,17,0,43,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SC-A142-A-1-A,115,1,A142,生活中的數學,SC,通識自然科學類,A,1,A,60,5,0,55,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SC-A144-A-1-A,115,1,A144,大數據初探,SC,通識自然科學類,A,1,A,60,3,0,57,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SC-A163-A-1-A,115,1,A163,半導體封測趨勢與應用介紹,SC,通識自然科學類,A,1,A,40,40,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-SC-A164-A-1-A,115,1,A164,AI 時代的資訊基本能力,SC,通識自然科學類,A,1,A,50,50,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-SC-A165-A-1-A,115,1,A165,AI未來應用與趨勢探索(一),SC,通識自然科學類,A,1,A,60,52,0,8,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SC-A286-A-1-A,115,1,A286,傳統推拿整復概論,SC,通識自然科學類,A,1,A,40,40,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-SC-A293-A-1-A,115,1,A293,環境保護,SC,通識自然科學類,A,1,A,60,47,0,13,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SC-A353-A-1-A,115,1,A353,數位攝影與影像處理,SC,通識自然科學類,A,1,A,50,11,0,39,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SC-A452-A-1-A,115,1,A452,我的身體,SC,通識自然科學類,A,1,A,60,60,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-SC-A483-A-1-A,115,1,A483,自然保育概論,SC,通識自然科學類,A,1,A,60,60,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-SC-A498-A-1-A,115,1,A498,氣候變遷與永續發展,SC,通識自然科學類,A,1,A,60,24,0,36,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SC-A672-A-1-A,115,1,A672,防災概論,SC,通識自然科學類,A,1,A,60,58,0,2,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SC-A685-A-1-A,115,1,A685,生態環境解說,SC,通識自然科學類,A,1,A,60,9,0,51,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SC-A775-A-1-A,115,1,A775,飛鏢理論與實務,SC,通識自然科學類,A,1,A,40,40,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-SC-A777-A-1-A,115,1,A777,飛鏢理論與實務,SC,通識自然科學類,A,1,A,40,40,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-SC-A778-A-1-A,115,1,A778,五人制棒球理論與實務,SC,通識自然科學類,A,1,A,40,40,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-SC-A785-A-1-A,115,1,A785,休閒概論,SC,通識自然科學類,A,1,A,40,17,0,23,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SC-A79A-A-1-A,115,1,A79A,AI輔助網頁設計與管理,SC,通識自然科學類,A,1,A,50,40,0,10,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-A033-A-1-A,115,1,A033,資產配置與信託規劃實務,SO,通識社會科學類,A,1,A,60,60,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-A034-A-1-A,115,1,A034,個人理財與投資,SO,通識社會科學類,A,1,A,60,60,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-A118-A-1-A,115,1,A118,理財與人生,SO,通識社會科學類,A,1,A,60,60,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-A185-A-1-A,115,1,A185,性別關係與教育,SO,通識社會科學類,A,1,A,60,12,0,48,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-A187-A-1-A,115,1,A187,性別與法律,SO,通識社會科學類,A,1,A,60,38,0,22,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-A188-A-1-A,115,1,A188,多元性別與親密關係,SO,通識社會科學類,A,1,A,60,20,0,40,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-A189-A-1-A,115,1,A189,性別與法律,SO,通識社會科學類,A,1,A,60,16,0,44,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-A254-A-1-A,115,1,A254,書寫高雄,SO,通識社會科學類,A,1,A,60,6,0,54,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-A353-A-1-A,115,1,A353,婚姻與家庭,SO,通識社會科學類,A,1,A,60,8,0,52,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-A365-A-1-A,115,1,A365,領導統御,SO,通識社會科學類,A,1,A,60,14,0,46,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-A366-A-1-A,115,1,A366,國際關係,SO,通識社會科學類,A,1,A,60,48,0,12,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-A367-A-1-A,115,1,A367,孫子兵法,SO,通識社會科學類,A,1,A,60,13,0,47,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-A368-A-1-A,115,1,A368,國際文化探索,SO,通識社會科學類,A,1,A,40,40,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-A525-A-1-A,115,1,A525,社會設計與方案規劃,SO,通識社會科學類,A,1,A,40,4,0,36,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-A691-A-1-A,115,1,A691,高大卓越講座,SO,通識社會科學類,A,1,A,200,140,0,60,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-A840-A-1-A,115,1,A840,媒體與公關實務,SO,通識社會科學類,A,1,A,60,12,0,48,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-A887-A-1-A,115,1,A887,關懷倫理與永續發展,SO,通識社會科學類,A,1,A,40,1,0,39,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-A956-A-1-A,115,1,A956,權力遊戲與國際社會,SO,通識社會科學類,A,1,A,60,60,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-B051-A-1-A,115,1,B051,智慧財產權,SO,通識社會科學類,A,1,A,60,15,0,45,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-B055-A-1-A,115,1,B055,AI時代法學議題,SO,通識社會科學類,A,1,A,60,52,0,8,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-B101-A-1-A,115,1,B101,服務學習,SO,通識社會科學類,A,1,A,40,29,0,11,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-B102-A-1-A,115,1,B102,服務學習,SO,通識社會科學類,A,1,A,40,10,0,30,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-B91A-A-1-A,115,1,B91A,大學入門(人文社會科學院),SO,通識社會科學類,A,1,A,200,34,0,166,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-B92A-A-1-A,115,1,B92A,大學入門(法學院),SO,通識社會科學類,A,1,A,200,41,0,159,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-B93A-A-1-A,115,1,B93A,大學入門(管理學院),SO,通識社會科學類,A,1,A,200,31,0,169,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-B94A-A-1-A,115,1,B94A,大學入門(理學院),SO,通識社會科學類,A,1,A,200,31,0,169,false,false,2026-08-29T21:00:11+00:00,ok
115-1-SO-B95A-A-1-A,115,1,B95A,大學入門(工學院),SO,通識社會科學類,A,1,A,200,24,0,176,false,false,2026-08-29T21:00:11+00:00,ok
115-1-IFD-A50R-A-1-A,115,1,A50R,創新思考與問題解決,IFD,創新學院不分系,A,1,A,40,13,0,27,false,false,2026-08-29T21:00:11+00:00,ok
115-1-IFD-A50T-A-1-A,115,1,A50T,企業資源規劃導論與應用,IFD,創新學院不分系,A,1,A,40,40,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-IFD-A535-A-1-A,115,1,A535,人工智慧基礎與應用,IFD,創新學院不分系,A,1,A,40,30,0,10,false,false,2026-08-29T21:00:11+00:00,ok
115-1-IFD-A53E-A-1-A,115,1,A53E,人工智慧倫理(一) (二),IFD,創新學院不分系,A,1,A,60,31,0,29,false,false,2026-08-29T21:00:11+00:00,ok
115-1-IFD-A53F-A-1-A,115,1,A53F,人工智慧與永續發展,IFD,創新學院不分系,A,1,A,60,27,0,33,false,false,2026-08-29T21:00:11+00:00,ok
115-1-IFD-A557-A-1-A,115,1,A557,碳貯存的計算與應用,IFD,創新學院不分系,A,1,A,27,12,0,15,false,false,2026-08-29T21:00:11+00:00,ok
115-1-IFD-A558-A-1-A,115,1,A558,淨零綠領人才培育,IFD,創新學院不分系,A,1,A,40,6,0,34,false,false,2026-08-29T21:00:11+00:00,ok
115-1-IFD-A610-A-1-A,115,1,A610,3D基礎建模,IFD,創新學院不分系,A,1,A,34,16,0,18,false,false,2026-08-29T21:00:11+00:00,ok
115-1-IFD-A61H-A-1-A,115,1,A61H,XR腳本設計與影片實作,IFD,創新學院不分系,A,1,A,34,18,0,16,false,false,2026-08-29T21:00:11+00:00,ok
115-1-IFD-A636-A-1-A,115,1,A636,智慧工廠資訊系統,IFD,創新學院不分系,A,1,A,60,21,0,39,false,false,2026-08-29T21:00:11+00:00,ok
115-1-IFD-A711-A-1-A,115,1,A711,3D模型建置與應用,IFD,創新學院不分系,A,1,A,34,27,0,7,false,false,2026-08-29T21:00:11+00:00,ok
115-1-IFD-A712-A-1-A,115,1,A712,3D動畫製作,IFD,創新學院不分系,A,1,A,34,23,0,11,false,false,2026-08-29T21:00:11+00:00,ok
115-1-IFD-A762-A-1-A,115,1,A762,企業優質人才學用培育課程,IFD,創新學院不分系,A,1,A,60,15,0,45,false,false,2026-08-29T21:00:11+00:00,ok
115-1-IFD-A852-A-1-A,115,1,A852,科學教育實踐,IFD,創新學院不分系,A,1,A,15,10,0,5,false,false,2026-08-29T21:00:11+00:00,ok
115-1-IFD-XB06-A-1-A,115,1,XB06,資料探勘與應用,IFD,創新學院不分系,A,1,A,40,4,0,36,false,false,2026-08-29T21:00:11+00:00,ok
115-1-IFD-XB04-M-1-,115,1,XB04,金融科技導論,IFD,創新學院不分系,M,1,,40,1,0,39,false,false,2026-08-29T21:00:11+00:00,ok
115-1-IFD-XB06-M-1-,115,1,XB06,資料探勘與應用,IFD,創新學院不分系,M,1,,40,4,0,36,false,false,2026-08-29T21:00:11+00:00,ok
115-1-IFD-XC03-M-1-,115,1,XC03,自然語言處理,IFD,創新學院不分系,M,1,,40,1,0,39,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-A01A-A-1-A,115,1,A01A,微積分(一),CE,土木與環境工程學系,A,1,A,60,60,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-A031-A-1-A,115,1,A031,土木與環境工程概論,CE,土木與環境工程學系,A,1,A,60,56,0,4,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-A051-A-1-A,115,1,A051,普通物理,CE,土木與環境工程學系,A,1,A,70,58,0,12,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-A081-A-1-A,115,1,A081,計算機概論與程式語言,CE,土木與環境工程學系,A,1,A,60,60,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-A121-A-1-A,115,1,A121,普通化學,CE,土木與環境工程學系,A,1,A,60,60,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-A502-A-1-A,115,1,A502,測量學,CE,土木與環境工程學系,A,1,A,60,42,0,18,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-D711-A-1-A,115,1,D711,測量學實習,CE,土木與環境工程學系,A,1,A,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-A601-A-2-A,115,1,A601,地理資訊系統,CE,土木與環境工程學系,A,2,A,30,21,0,9,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-B011-A-2-A,115,1,B011,材料力學,CE,土木與環境工程學系,A,2,A,75,63,0,12,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-B02A-A-2-A,115,1,B02A,環境分析實驗(一),CE,土木與環境工程學系,A,2,A,60,55,0,5,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-B10A-A-2-A,115,1,B10A,工程數學(一),CE,土木與環境工程學系,A,2,A,60,57,0,3,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-B111-A-2-A,115,1,B111,工程材料,CE,土木與環境工程學系,A,2,A,60,56,0,4,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-B531-A-2-A,115,1,B531,水文學,CE,土木與環境工程學系,A,2,A,70,47,0,23,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-B621-A-2-A,115,1,B621,環工程序學,CE,土木與環境工程學系,A,2,A,30,25,0,5,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-B631-A-2-A,115,1,B631,動力學,CE,土木與環境工程學系,A,2,A,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-B561-A-3-A,115,1,B561,工程與環境地質,CE,土木與環境工程學系,A,3,A,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-B581-A-3-A,115,1,B581,結構學,CE,土木與環境工程學系,A,3,A,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-C01B-A-3-A,115,1,C01B,土木工程實驗(二),CE,土木與環境工程學系,A,3,A,60,52,0,8,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-C511-A-3-A,115,1,C511,工程數學(三),CE,土木與環境工程學系,A,3,A,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-C542-A-3-A,115,1,C542,固體廢棄物,CE,土木與環境工程學系,A,3,A,30,28,0,2,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-C591-A-3-A,115,1,C591,鋼筋混凝土設計,CE,土木與環境工程學系,A,3,A,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-C781-A-3-A,115,1,C781,儀器分析,CE,土木與環境工程學系,A,3,A,30,3,0,27,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-C821-A-3-A,115,1,C821,淨零與碳資產管理,CE,土木與環境工程學系,A,3,A,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-C822-A-3-A,115,1,C822,淨零建築資訊模型導論與實作,CE,土木與環境工程學系,A,3,A,32,30,0,2,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-C881-A-3-A,115,1,C881,污水工程,CE,土木與環境工程學系,A,3,A,30,11,0,19,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-D582-A-3-A,115,1,D582,營建與環保法規實務,CE,土木與環境工程學系,A,3,A,100,100,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-C741-A-4-A,115,1,C741,專題研究〈二〉,CE,土木與環境工程學系,A,4,A,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-D582-A-4-A,115,1,D582,營建與環保法規實務,CE,土木與環境工程學系,A,4,A,100,100,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-F671-A-4-A,115,1,F671,地震及防災工程,CE,土木與環境工程學系,A,4,A,30,6,0,24,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-F511-M-1-,115,1,F511,結構動力學,CE,土木與環境工程學系,M,1,,30,9,0,21,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-F532-M-1-,115,1,F532,深開挖工程分析與設計,CE,土木與環境工程學系,M,1,,30,8,0,22,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-F533-M-1-,115,1,F533,廢棄物處理與資源循環,CE,土木與環境工程學系,M,1,,30,12,0,18,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-F541-M-1-,115,1,F541,環工理化原理,CE,土木與環境工程學系,M,1,,30,1,0,29,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-F543-M-1-,115,1,F543,環境工程單元操作實驗,CE,土木與環境工程學系,M,1,,30,9,0,21,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-F551-M-1-,115,1,F551,環境系統分析,CE,土木與環境工程學系,M,1,,30,2,0,28,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-F591-M-1-,115,1,F591,岩石力學,CE,土木與環境工程學系,M,1,,30,6,0,24,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-F612-M-1-,115,1,F612,室內空氣品質,CE,土木與環境工程學系,M,1,,30,1,0,29,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-F663-M-1-,115,1,F663,橋梁工程,CE,土木與環境工程學系,M,1,,30,6,0,24,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CE-F716-M-1-,115,1,F716,綠色能源與永續發展,CE,土木與環境工程學系,M,1,,30,10,0,20,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-A01A-A-1-A,115,1,A01A,微積分(一),CM,化學工程及材料工程學系,A,1,A,60,52,0,8,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-A021-A-1-A,115,1,A021,普通物理,CM,化學工程及材料工程學系,A,1,A,80,58,0,22,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-A04A-A-1-A,115,1,A04A,普通化學(一),CM,化學工程及材料工程學系,A,1,A,60,51,0,9,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-A051-A-1-A,115,1,A051,普通化學實驗,CM,化學工程及材料工程學系,A,1,A,56,50,0,6,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-A07A-A-1-A,115,1,A07A,化工與材料科學導論(一),CM,化學工程及材料工程學系,A,1,A,66,56,0,10,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-A181-A-1-A,115,1,A181,生命科學概論,CM,化學工程及材料工程學系,A,1,A,70,55,0,15,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-B00A-A-2-A,115,1,B00A,工程數學(一),CM,化學工程及材料工程學系,A,2,A,60,45,0,15,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-B01B-A-2-A,115,1,B01B,物理化學(二),CM,化學工程及材料工程學系,A,2,A,60,46,0,14,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-B031-A-2-A,115,1,B031,材料化學實驗,CM,化學工程及材料工程學系,A,2,A,30,25,0,5,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-B080-A-2-A,115,1,B080,物理化學實驗,CM,化學工程及材料工程學系,A,2,A,30,25,0,5,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-B091-A-2-A,115,1,B091,有機材料化學(一),CM,化學工程及材料工程學系,A,2,A,60,47,0,13,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-B101-A-2-A,115,1,B101,物理冶金,CM,化學工程及材料工程學系,A,2,A,65,47,0,18,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-F572-A-2-A,115,1,F572,晶體繞射原理,CM,化學工程及材料工程學系,A,2,A,50,38,0,12,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-B11A-A-3-A,115,1,B11A,化工與材料輸送現象(一),CM,化學工程及材料工程學系,A,3,A,55,48,0,7,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-B541-A-3-A,115,1,B541,奈米材料導論,CM,化學工程及材料工程學系,A,3,A,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-B591-A-3-A,115,1,B591,應用電化學,CM,化學工程及材料工程學系,A,3,A,40,40,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-C051-A-3-A,115,1,C051,材料物理,CM,化學工程及材料工程學系,A,3,A,60,46,0,14,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-C071-A-3-A,115,1,C071,化工與材料實驗(I),CM,化學工程及材料工程學系,A,3,A,60,44,0,16,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-C10A-A-3-A,115,1,C10A,化工與材料熱力學(I),CM,化學工程及材料工程學系,A,3,A,60,53,0,7,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-C641-A-3-A,115,1,C641,專題研究(一),CM,化學工程及材料工程學系,A,3,A,60,28,0,32,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-D07B-A-4-A,115,1,D07B,專題討論(II),CM,化學工程及材料工程學系,A,4,A,61,39,0,22,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-D571-A-4-A,115,1,D571,專題研究(三),CM,化學工程及材料工程學系,A,4,A,60,20,0,40,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-D655-A-4-A,115,1,D655,生物化學專題,CM,化學工程及材料工程學系,A,4,A,50,14,0,36,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-D662-A-4-A,115,1,D662,精油化學與實務,CM,化學工程及材料工程學系,A,4,A,15,15,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-F011-M-1-,115,1,F011,化工與材料特論,CM,化學工程及材料工程學系,M,1,,60,21,0,39,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-F02A-M-1-,115,1,F02A,專題討論(I),CM,化學工程及材料工程學系,M,1,,50,43,0,7,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-F511-M-1-,115,1,F511,電子顯微鏡理論與應用,CM,化學工程及材料工程學系,M,1,,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-F542-M-1-,115,1,F542,高等動力學,CM,化學工程及材料工程學系,M,1,,30,11,0,19,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-F561-M-1-,115,1,F561,高分子特論,CM,化學工程及材料工程學系,M,1,,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-F601-M-1-,115,1,F601,半導體製程,CM,化學工程及材料工程學系,M,1,,40,32,0,8,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-F642-M-1-,115,1,F642,輸送現象特論,CM,化學工程及材料工程學系,M,1,,30,14,0,16,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-F664-M-1-,115,1,F664,感測器原理與應用,CM,化學工程及材料工程學系,M,1,,30,23,0,7,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-F684-M-1-,115,1,F684,應用膠體化學,CM,化學工程及材料工程學系,M,1,,40,12,0,28,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CM-F02A-M-2-,115,1,F02A,專題討論(I),CM,化學工程及材料工程學系,M,2,,50,43,0,7,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-A001-A-1-A,115,1,A001,計算機概論,CS,資訊工程學系,A,1,A,46,43,0,3,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-A011-A-1-A,115,1,A011,離散數學,CS,資訊工程學系,A,1,A,60,60,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-A02A-A-1-A,115,1,A02A,微積分(一),CS,資訊工程學系,A,1,A,60,40,0,20,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-A07A-A-1-A,115,1,A07A,程式設計與實習（一）,CS,資訊工程學系,A,1,A,59,47,0,12,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-A061-A-2-A,115,1,A061,數位系統實驗,CS,資訊工程學系,A,2,A,54,47,0,7,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-B021-A-2-A,115,1,B021,物件導向程式設計,CS,資訊工程學系,A,2,A,59,49,0,10,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-B031-A-2-A,115,1,B031,機率學,CS,資訊工程學系,A,2,A,60,47,0,13,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-B041-A-2-A,115,1,B041,數位電路學,CS,資訊工程學系,A,2,A,60,48,0,12,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-B051-A-2-A,115,1,B051,電腦網路,CS,資訊工程學系,A,2,A,60,48,0,12,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-B542-A-2-A,115,1,B542,網頁程式設計,CS,資訊工程學系,A,2,A,50,40,0,10,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-C011-A-3-A,115,1,C011,計算機組織,CS,資訊工程學系,A,3,A,50,46,0,4,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-C021-A-3-A,115,1,C021,程式語言,CS,資訊工程學系,A,3,A,60,49,0,11,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-C031-A-3-A,115,1,C031,資料庫系統,CS,資訊工程學系,A,3,A,59,48,0,11,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-C041-A-3-A,115,1,C041,演算法,CS,資訊工程學系,A,3,A,60,59,0,1,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-C521-A-3-A,115,1,C521,網路通訊協定,CS,資訊工程學系,A,3,A,40,33,0,7,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-C573-A-3-A,115,1,C573,人工智慧,CS,資訊工程學系,A,3,A,40,40,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-D01B-A-4-A,115,1,D01B,專題研究(二),CS,資訊工程學系,A,4,A,50,39,0,11,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-D02A-A-4-A,115,1,D02A,資訊專題講座(一),CS,資訊工程學系,A,4,A,75,38,0,37,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-D572-A-4-A,115,1,D572,嵌入式系統,CS,資訊工程學系,A,4,A,30,30,0,0,true,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-D601-A-4-A,115,1,D601,業界實習(一),CS,資訊工程學系,A,4,A,2,1,0,1,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-T01E-L-1-,115,1,T01E,專題研究（一）,CS,資訊工程學系,L,1,,41,10,0,31,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-T03E-L-2-,115,1,T03E,專題研究（三）,CS,資訊工程學系,L,2,,30,7,0,23,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-T501-L-2-,115,1,T501,資料探勘,CS,資訊工程學系,L,2,,30,13,0,17,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-T524-L-2-,115,1,T524,量子計算,CS,資訊工程學系,L,2,,20,9,0,11,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-T543-L-2-,115,1,T543,物聯網,CS,資訊工程學系,L,2,,30,15,0,15,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-U532-L-2-,115,1,U532,資訊檢索與生成式人工智慧,CS,資訊工程學系,L,2,,30,15,0,15,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-F54A-M-1-,115,1,F54A,書報討論(一),CS,資訊工程學系,M,1,,60,21,0,39,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-F56C-M-1-,115,1,F56C,專題研究(一),CS,資訊工程學系,M,1,,30,22,0,8,false,false,2026-08-29T21:00:11+00:00,ok
115-1-CS-F501-M-2-,115,1,F501,無線網路,CS,資訊工程學系,M,2,,51,15,0,36,false,false,2026-08-29T21:00:11+00:00,ok
